ID,commentText
29108,Ligma
29109,I played fallout 3 and A.C 3 way to young. like I was 8 but I guess I turned out alright. I actually try to avoid violence if possible.
29110,"But personally, I still think shooter games are bad. You literally play as a criminal shooting innocent people. Even though it doesn't lead to real world violence, I still really don't like it."
29111,:40 I said lemon
29112,oof
29113,"Honestly. Videogames can make someone ""violent"" ONLY if the PERSON PLAYING THE VIDEO GAME HAS NO FORM OF MENTAL KNOWING. if they are a bit tarded. They will thing its real life or something.    LESSON LEARNED: Dont give retards video games."
29114,IS IT BAD TO LAY ON THE BED AFTER EATING?
29115,Can I like a video ten times?
29116,Could you do a video on Henrietta lacks? She is so unknown in the scientific community and you could really allow her story to be heard with your wide audience!
29117,WHAT HAPPENS WHEN YOU OVERDOSE? (might be a relevant video to make )
29118,"Ill sum it up for you
No"
29119,"1 second answer 
No"
29120,"Guys! Im a gamer, and Ive never thought of killing a person, or shooting up a school. It doesnt make people violent. Its actually been proven that the inability to play a game makes us more aggressive than if you are playing the game."
29121,"The follow up question is, what about rap music?"
29122,0:38 I blanked out
29123,Don't loose your credibility by telling this wrong info
29124,Video game's doesn't make us violent lag Doe's
29125,"plays Mario
Oh I just wanna kill and abuse some animals by jumping on them and lighting them on fire
Out of the sarcasm, thats total fantasy bs"
29126,"I saw a tv show with a murderer
Does that make me a killer? No
Same for video games"
29127,"Even if violent bloody videogames caused violence in children, those games are rated M for mature. M means you should be at least 17 to play. If you gave a child an M rated game you're to blame for giving them something too mature for them"
29128,Do a video explaining the science behind what will happen if you stop masturbading?? For both male and female
29129,"Violent people play videogames,
But games never make people violent."
29130,"These guys ever do a ""your brain on peyote"" video?"
29131,if they found no Link then who will save Hyrule??
29132,Pretty sure violence has been around long before television sets & electricity!!!  Just saying.
29133,I play tetris
29134,make a video on misophonia
29135,"If video games influenced us to do things, those of us who grew up on pac-man would be running around dark rooms with repetitive noises and eating a bunch of pills"
29136,"Parents nowadays are just lazy and incompetent. If your child spends more time playing video games than with you then YOU are the problem, not the video games. Stop buying consoles for kids. They don't need it.
Stop playing the blame game and take some responsibility for your actions."
29137,The game doesnt make you angry....the failure of the game makes you angry
29138,"No, they dont. Its just because of Fortnite.
Dad: Sorry, you cant play Fortnite. Its too violent.
Son: Its my life, though.
Son: Sorry, you cant watch any R-rated movies. Its too violent.
Dad: Its my life, though."
29139,Asapscience:.  Me and you:
29140,How could games like tetris or solitaire make anyone violent?
29141,"Always been an AsapSCIENCE fan, but this must be one of my favourite videos as it relates to quite a large chunk of my life."
29142,The channel is about science but they don't know bananas aren't fruit. Gr8
29143,Only lags make you violent :P
29144,Hey with the opioid epidemic and Medication assisted treatment you guys should do a video on suboxone & how it effects the brain and helps heroin addics stay clean!!
29145,0:18 That controller looks painful.
29146,"Oh look someone crap on the grass!
BLAME VIDEO GAMES"
29147,Question:what if porn never existed?
29148,"After Playing Gta San Andreas,
I want to order and eat what Big Smoke ordered."
29149,"Yes. They can. 
Anyone who has a child understands this."
29150,Greg? Is that you?
29151,You should make a video on Your mind on unisom which is a otc drug taken to make you trip Ive done a lot of Psychedelics but nothing was compared to that. Had an hour long conversation with my headstand
29152,"Is not the game that makes me violent, it's the LAG"
29153,I play the Binding of Isaac and yet I don't go around killing people and shooting schools.
29154,If you play Roblox then you are an evil mass murder - Media
29155,YES DUH
29156,"Great, now please debunk the idea that Ritalin causes violent behaviour. Please."
29157,Who says that video games don't make people violent? I just played a nice peaceful game of <insert game> and then I committed a mass homocide.
29158,"I broke every brick in my house, because Mario did so."
29159,i hate politics
29160,Video game doesn't make you violent......lag does
29161,0:39 I said Lemon lol
29162,"No, its mental disorders"
29163,"Plays minecraft for 10 minutes
Breaking news: 8 year old kid found attacking farm and homemade iron sword"
29164,"0:49 Now let them play CS:GO and they will learn Russian and a new skill called ""Toxicity""."
29165,What is the universe expanding into and what created the universe?
29166,Mom. MOOOOOOM!
29167,"0:58 ""yeild"""
29168,"People who get affected by violent games shouldnt be playing them. You dont give GTA 5 to a 5 year old kid. Games dont make normal people violent. Maybe the game affected a mentally ill person. Blame the people, not a game."
29169,Please do a video on fight vs flight!!
29170,Can you do: Why do we get the CHILLS when we have high temperature or fever.
29171,I played Pac-Man now I want to become a yellow mouth and join the ghostbusters
29172,"The answer is a resounding no. Multiple studies have proven time and time again that there is no link between violent video games and violent crimes or behaviors. If anything video games make people less violent as they are great for stress relief, and you take your violent actions on people in the game instead in the real world."
29173,Can cavities heal?
29174,"Plays dark souls:""broken controller""
Plays kahoot and goes nom.2:""shoots up the school"""
29175,Maybe you don't let a small child play rated M video games like most dumbass parents do nowadays
29176,I knew it the whole time. Wait till I show my mom this video
29177,"video games dont make you violent, lag does"
29178,Violance is all about the lack of education and passion/love towards the subject.
29179,0:13 nice no-skin drawing on fortnite
29180,"I played Brain Age, I wanna kill some people now"
29181,The first fruit I thought of was orange haha
29182,"Violence causes Violece
No really
The only way to solve violence is violence, then you solve that violence with more violence which makes a never ending cycle of violence"
29183,2:21 Dr.Layman I think they are taking about you
29184,FOX news wants to know your location
29185,Short answer: No.
29186,When i was agrassive i would play games so i didn't use aggresion to my famaly or brake things in real life. I could blow of some steam.
29187,"Video games dont make me violent, but ping and fps does."
29188,The answer is yes. Read the proof.  http://uncyclopedia.wikia.com/wiki/Video_games_cause_violence
29189,"Hey, you're video has freebooted and retranslated in Italian in the channel ""Scienziati subito"". Pls, check it up."
29190,I played Assassin's Creed and now I want to Jump in Haystacks.
29191,Could you do videos over quantum physics or antimatter?
29192,Wait are vedio games vilont you did not tell us a yes or a no
29193,No
29194,I played fortnite and now I want to eat wild mushrooms
29195,So... water is wet?
29196,video games don't make us violent. Lag does
29197,No.
29198,Honeybadger!!!
29199,Can u make one about dyslexia??
29200,if video games make peoples violence then y are no people running around killing anybody
29201,Is there a way to improve someone's sanity without therapy?
29202,i thought of lemon instead of banana oops
29203,I played Dead by Daylight. Now i wanna create some kind of spider named entity to suck 5 people in a world that's like a 100 meters square and have 4 of them repair generators and the other try to kill them.
29204,"I think I heard somewhere that video games actually reduce violent impulses as they are an outlet for an aggression, not fuel for it. Playing a violent video game when frustrated or upset can be cathartic and release pent up stress. Similarly, if someone is at home playing a video game they aren't out in the street committing crimes. 
The only instance in which games generally aren't relaxing is if they are competitive which can be frustrating and stressful."
29205,I hate people who think that VIDEO GAMES causing VIOLENCE is a thing. That's just stupid.
29206,been playing video games my whole life and im not violent at all
29207,When he said yellow fruit I thought lemon.
29208,Video games might actually contribute to reducing aggression by providing catharsis.
29209,LET'S GO VIOLENT FUN GAMES
29210,This was literally a topic we had to write about for our debate topic in my English class
29211,No.
29212,when u said yellow then said name a fruit i thought of a orange first...
29213,hi. I have been exercising for 2 year and eating healthy food and still haven't change at all .So the question is that what make you lose weight or fat
29214,"I have a licensed therapist...
L S :D"
29215,"Video idea for you:
Is it possible to make your hair grow faster?"
29216,"Yellow thing, banana.....nope - lemon :P :))"
29217,Boomers on suicide watch.
29218,you would think this video would do a lot better
29219,"Maybe the kids are already violent to begin with, that's why they play violent video games? Idk xD But having losing streaks or dumb teammates does trigger some violence. Not necessarily the video games then."
29220,0:34 I SAID LEMON WTF
29221,"Haha, no"
29222,"Im not trying to be funny, but I do believe more people mainly kids died over sports games by parents, caregivers and friends than over grand theft auto or other violent games. IJS"
29223,"I played Detroit become human, now Im an android sent by cyberlife"
29224,I played roblox. Now I want to scream hashtags at people.
29225,Daaam bad timing with the madden tournament
29226,"I played human fall flat, now I want to jump off a cliff..."
29227,"AsapSCIENCE you guys should make a video on ""Video Games Suppressing Violence"". I think video games is not making people violent. It's just keeps us out of trouble."
29228,284 mad parents disliked this.
29229,"I played Minecraft, now I can't stop building shit."
29230,"Oh shid guys, I have 708 hours of TF2. Looks like I'll be getting some sweet frags in the school cafeteria."
29231,no lol
29232,This is so weird that they posted this because on Sunday there was a shooting in a gaming tournament where I live and theyre blaming video games for making the shooter so violent.
29233,Bad timing
29234,Could you do a video on lower back pain?!? Causes/treatments?
29235,Are you ever going to take a hands on look at maiesiophilia
29236,Minecraft made me build a treehouse.
29237,Question to video game haters:  which video game people were playing before WW1 & WW2?
29238,I said lemon
29239,What are the sources? I want to do a bit of my own research.
29240,Well it makes me aggressive...
29241,Quick answer: no
29242,"I was studying this for a college course, and all of the studies I found that found a link between violent behaviors amd video games reported a correlation between the two rather than proving causation. I couldn't find any studies that demonstrated video games causing violence. There just haven't been enough studies on it frankly."
29243,"See what happened in Jacksonville, so yeah it's definitely true"
29244,A shooting just happend because a guy lost a game at the Jacksonville  strip
29245,After playing Mario i tried jumping head first on a brick wall and cracked my skull
29246,what
29247,282 people haven't played any games
29248,"Playing fortnite = become dumber
JK"
29249,"I think the question if they make you violent is beside the point. 
Shouldn't it be about how it often displays ""good"" vs ""evil"" side in some or other setting? 
Most wargames don't show that on both sides there are just people like your neighbors and your loved ones and the only reason
they are killing each other is because some already ridiculously rich people want to become even richer or more powerful.
And one of the reasons we have these games is to keep the mindset of glory and honor to die for your nation alive... 
Even if you commit murder, so what that they are from another place you think that makes it ok?
Even if it's in a game... how come it is ok? It's so normal playing to killing people nobody thinks about it anymore as something horrendous."
29250,After playing hole.io i scared to drive bike on roads thinking there is hole coming to me and i will fall into it
29251,There was violence before video games even existed
29252,but my older brother kept doing moves from batman arkham city on me
29253,No.... lag does
29254,You should have mentioned that CHILDREN should not be exposed to violent games. Ever.
29255,Come Guys For Microbes :)
29256,Comes out right before jaxsonville. Rip
29257,Why is scratching a itch so satisfying but it just comes back
29258,"If I had children, they damn sure wouldnt be allowed to play Madden!!!"
29259,What an unfortunate coincidence. RIP to all those who lost their lives at the tournament yesterday
29260,Video games don't make us violent. Lag is the reason.
29261,i used strategy to kill AI in Titanfall 2. Now I want to grab a real version of Tone and murder an entire country.
29262,i played gta so now i want to run over pedestrians on the side of the road because i cant distinguish reality from fiction.
29263,I played Pokemon and now want to start Chicken Fighting
29264,five days after this video released: 'Florida shooting: Video gamers killed by rival at tournament' https://www.bbc.co.uk/news/world-us-canada-45319478
29265,"Clearly Madden makes tournament gamers pretty mad... 
And violent"
29266,"""Politicians often blame ...""
Stop right there. 5 seconds. Politicians blames everything if it is convenient, no matter how absurd the claim. Video ended."
29267,"I played fortnite and got 2nd, now I feel like murdering Epic Games."
29268,I think video games make you more violent. I play a lot of video games
29269,I somehow thought lemon
29270,I said lemon...
29271,This video had amazing timing what with the madden shooter
29272,So no?
29273,"Great video, but one important thing to remember is how susceptible a young person's mind is - killing people in games can make 5 year olds, or even 10, think that it's ok to do in real life; that's why age ratings are so important.
I am not saying video games do make people more violent, I hate that argument as more violent games can be useful for releasing stress (I like to turn to smash bros), but it's important to be aware young kids learn things easily, both good and bad."
29274,"I love assasins creed, but i dont kill all people on the streets. But have you ever played some couch-coop-games? They make you throwing your controller away =D"
29275,Weird timing with the Jacksonville shooting happening a day or two after posting
29276,the artwork is incredible for this video!
29277,"Plays Rainbow Six Siege
I have the urge to kill terrorists and some FBI open up"
29278,Send this video to all the  Jacksonville families that are crying right now because they lost family members yesterday bc he was a sore loser. I don't think a video game made him kill people but definitely has something to do. Next you will find all this dumb liberals trying to take away guns because guns shoot themselves...
29279,Perfect timing due to recent events
29280,"Long Fact:
In the war of 1812, the Canadian-British won the war and burned the White House."
29281,Can you do a video about past lives and spirits
29282,I play flight simulator imma fly into things now
29283,I think the violence thing os because of rage quit etc..
29284,I played Pokmon! I want to enslave animals and make them fight to the death!
29285,Whats the word to describe the act of posting this video a couple days before theres a shooting by an angry gamer for losing a madden tournament..?
29286,Aaaand there is a mass shooting because of a video games a day later
29287,"Oh boi, what timing"
29288,Far as I see though if science is about physical results then far as causing violence and aggression. Schools=13 Games=1. Proof enough for me. Though it should be noted one is to many. Love should be the law of the land. We maybe be smart animals but still animals. Everyone snaps at some point. Thank for the oddly timed video!
29289,Why do people listen to Metal music or like a specific genre of music? Is there a defining factor? What do you guys think?
29290,Creepy as shit the madden tournament incident right after this vid. So sad :(
29291,0:40 I thought lemon
29292,"I played fortnite.... 
Im a virgin"
29293,honestly its ridiculous that this video has to be made lmao
29294,"Today's game shooter in Florida may have been influenced, but he was likely mentally predisposed to violence anyway. Won't know until the investigation is done."
29295,"I needed someone to make this video, just to prove my parents that it's a myth."
29296,I got it with a Ubisoft ad upfront :D
29297,brb let me show this to my parents
29298,"3 days after this video was uploaded, a madden tournament mass shooting happened..."
29299,Ironic considering the shooting Florida today
29300,I did ansummary on video games and aggressive behavior
29301,Am I the only one that said lemon...
29302,3 days later...
29303,A
29304,Irony in this video after today's events at glhf in fl
29305,yikes
29306,"Science of forgiveness, please?"
29307,"They can't make you violent for a long time, ya know. They can for a short period of time, via rage."
29308,Annnnnnddddd Today theres a shooting in Florida because some dude lost a video game
29309,I mean playing 2k does make me want to hoop.
29310,"Cause the human race wasn't already extremely violent before the invention of video games hahaha. Love your work AsapSCIENCE, keep this up and hopefully you educate people who really need it."
29311,"That's  what America wants to know about in Jacksonville, FL"
29312,My mom has always hated violent games not inherently because of violence but because they give you a lack of empathy for the dead which doesnt really make sense. If a made up guy who isnt real dies ofc people dont care. Theyre not real
29313,"Video games do (or will) cause violence!
Its proven that repetitively doing something grotesque to others desensitizes an individual to violence. As brutal video games consistently become closer to real life, eventually they will start producing the same psychological effect. How do we know this hasnt yet started?"
29314,You will get some hate from Newhite suburban moms
29315,Saying video games make kids violent is like saying spoons make people fat
29316,"0:34 IM THINKING OF PINEAPPLE!
0:38 sniff"
29317,"A video gamer just shot and killed multiple people at a video game competition.
Still think video games don't cause violence?"
29318,"Unfortunately, this topic will be at the forefront again with the shooting today at a Madden Tournament."
29319,Do one about what Lean does to your body
29320,The ragdoll deaths were deaths from dark souls.
29321,"No, but lag does"
29322,Fun fact I went to UTSA and one of my professors was one of the leading experts in video game psychology and his results were trending more toward the emotion (aggravation/satisfaction) and not the actually game itself - meaning violent games had no stronger effect on emotions than a difficult 8 bit game.
29323,Does that mean brain games don't help you at all?
29324,"If you have dopamine problems, you play video games and drink, not the other way around."
29325,no. corrupted saves do!
29326,"Do Video Games Make You Violent?
Nope. (episodes end)
what do you want for your next episode?"
29327,Hey! I just wrote a paper on this and we used a lot of the same sources!
29328,Video Games don't cause violence. Lag does.
29329,What if violent people play violent games?
29330,NO.. my wifi make me violent ugh
29331,"I played jailbreak
I wanna shot people and then say L to them"
29332,Does music make us violent?
29333,"After playing God of war, l want to kill all my enemies ."
29334,"After playing San Andreas, I want to be black and have a gang on the streets."
29335,LET THE OTHER GUY BE THE ONLY NARRATOR. PLEASE.
29336,"Fact: You're more likely to get brain cancer if you have a brain.
Unfortunately, some people don't."
29337,"Important:
Do not drink orange juice after brushing your teeth or using mouthwash!"
29338,"Do video games make you violent? If you say yes, then so do comics, and action movies, or even horror movies. Nobody points those stuff that are way more violent than video games. I have seen gamers rage quitting and yelling in their room. We are too lazy to pick up a real gun and kill people. Games have no correlation with violence. Its a form of art, just like movies and comics."
29339,Helloooi
29340,Answer: no
29341,Is Fortnite a bad game?? I don't see that the game is bad
29342,"I play DOOM and I don't like murdering real people, I am a kid even!"
29343,I played woman and now Im a feminist
29344,I started a school shooting in roblox now I wanna go start a real school shooting.
29345,Gamers unite and we can get through the tough times in America. #gamersunite
29346,"Games dont make people violent
Lag does"
29347,"THE ANSWER IS NO...
THE ENVIRONMENT IS ACTUALLY THE REASON WHY, A KID/PERSON IS VIOLENT, THE VIDEO GAMES DOESN'T AFFECT THAT MUCH...."
29348,It actually made me smarter
29349,Modafinil modafinil modafinil modafinil modafinil modafinil look it up
29350,1:51 I dont feel so good...
29351,"I played some mortal kombat, now I'll go kill some people and rip their organs out"
29352,"I was a child of the 70's and 80's--when video games were JUST starting to ""become something"".  I've heard this story sooooo many times, it's stupid we aren't learning to avoid stupid correlations. 
And... as always, violence only comes from these types of factors:
1.  Frustration -- with one's true life issues (so, not just spilling water on one's shirt).
2.  Fear -- of whatever it might be--whether for one's life (literal), or... a sense of dread that one's life is out of control.
3.  Sadness -- whether because of what others say or do around you that make you feel worthless... or, one's own inner demons.
4.  The presence of violence (already) -- whether in one's youth, environment and so on... or, just as a ""way of life"" in one's country.
5.  Desperation -- whether for money, power, food... or even to ""help"" a loved one... or oneself (even though it rarely does).
6.  Hopelessness -- Basically... the summation of 1-5.  :(
Anyone who has experienced any or all of these knows what I mean.  BUT... and this is important... just BECAUSE one experiences 1-6 in whatever form--doesn't absolutely predicate that one will end up... well... acting with violence.  :)
I should know.  I feel 1-6 all the time.  For 20+ years, lol.  It is what it is.  And I've yet to ""attack"" or to ""attempt to murder"" ANYONE, lol."
29353,I think if someone goes on a killing spree and blames in on (ex) MW3 then they were probably messed up in the head to begin with and needed a reason or cushion to do said action in the first place.
29354,"ASAPSCIENCE!
Well, being in the mental health field, (Im just a trainee at this point; I havent done or read any studies on the subject so this is just an opinion), its difficult to see how a video game would cause violence. Theres no real interpersonal communication with just a base video game. The video game has functions, not real interactions. Things that would cause violence in a person are human interactions, the way theyre treated by others, how theyre raised, what their personality type is, genetics, etc. One caveat to these studies done on finding a link between video games and violence is the online part (none of it was mentioned in the studies); the human interaction part of some video games that could be considered bullying and teasing, threats and whatnot. That then falls more along the lines of cyber bullying. But we all know how the majority thinks about bullying and teasing not being a factor for violent behavior. ."
29355,"Not my Bradly! Many Brads are good people. 
The highest rate of A holes in games come from DOTA 2. So much salt. But they probably won't commit crimes. Some of them are just cranky pompous A holes.
Start early with kids.
Education. Positive connection with Role models. Connection with community. Physical health through proper nutrition. Knowing how to fulfill needs in a positive way. Learning gratitude and how to create regardless of circumstances. Purpose and meaning in life. That will lower crime rates."
29356,I played Call Of Duty now I will kill people.
29357,252 parents found this video and disliked it
29358,Plays Tetris
29359,i played fallout now i want to start nuclear war
29360,"I said orange . 
We all prime differently. Lol"
29361,"Yeah, I don't buy this. Look at all the gamers who trash their consoles and controllers. They weren't playing Pac-Man, I'm telling you that... There's a reason why I stopped playing online with people. I became more aggressive than usual and I've seen people becoming aggressive on there as well. Unless they are like one of my friends who is naturally aggressive at everything, they would probably be less aggressive if they weren't playing aggressive video games. The mind does not perceive fantasy as fantasy, it perceives it as real. We know it's not, but the mind doesn't. I've seen countless videos about this stuff, and it's all scientific. All I'm saying is that if you're prone to aggression naturally, it's best not to feed it with more aggression."
29362,How do these guys animate their videos??
29363,I just love playing Mario and immediately going outside and shooting fire at people and jumping on turtles and sentient mushrooms
29364,I don't play games. Now I am violent.
29365,Im the baddest mf on the planet because Im a level 200 prestige master on call of Duty ww2 and 45 time battlefield 1 MVP
29366,"Swear I heard gaming improves your reaction times too and can help your brain, improves your thinking and being strategic. Obviously depending what games etc. But I also read it makes you panic less in situations where there may be dead bodies and blood, you've seen it before and won't panic as badly - read about it from someone who had first hand experience."
29367,"I played with a rubic's cube one time
I guess i'm going to become a racist now"
29368,AsapSCIENCE you guys are awesome!!!!!
29369,After I play splatoon 2 I want to do a turf war like in the game
29370,Thank you very much. This lady came in and was talking to us at school and brought up the fact that violent games correlate with aggression and loss of empathy. People putting the blame in the wrong areas here. Great vid!
29371,"Do video games make you violent? 
Well not having my video games makes me pretty f***ing violent!!"
29372,Played far cry primal now I want to revolutionize man ideology and domesticate wild animals
29373,"Basic : I keeps losing
Turn to : I cant control my mental
I BUNCH TO THE WALL"
29374,Videogames don't make us violent. Lag does
29375,"Name a yellow fruit...
Orange"
29376,"UH, i picked lemon"
29377,A wrote a blogpost a while ago about why I hate video games ..
29378,I played Modern Warfare 2 now I wanna kill innocent russians at the airport
29379,Getting Killed in Fortnite by a AIM BOTTER
29380,"I played some undertale 
I'm really feeling like complimenting and sparing some frogs today >:)"
29381,Comment section is golden
29382,Played Tetris now i wanna blow up some buildings
29383,"Yes, games Can make you violent"
29384,Its that an endangered turtle?! Omfg lets jump on its head and rip its shell off
29385,"They don't make you violent; however, like a mantra, the visuals and actions in a game could become part of the player's bag of tricks."
29386,Can you make a video about emetophobia? (the extreme fear of vomiting)
29387,I think it also depends on the person?
29388,Cant really be violent when Im busy practicing my violin ...
29389,"No. I was always violent. Also, science is awesome because it shows human hubris in politics."
29390,Most violent thing a gamer does is throwing a controller at a wall
29391,I think violent video games reduce violent tendencies and some people just blame video games for their stupid behavior to avoid punishment
29392,No. they cant.
29393,how many of you named lemon 3:38
29394,"AsapScience Please please please do a episode about a genetic disorder called Mosaic Turners Syndrome, theres alot of misconseptions out there about the fertility of girls with this and the mental health of them as well, i have it myself and i hate having to go over it all the time with people and i just want a good video to just explain it, and you guys seem like the best to do it, so please do!!"
29395,"The worrying party about video games is not the medium, it's the narrative behind each video game. For example, if the game's solution to every problem is ""shoot your way out"", it makes our way of thinking oversimplified and crude, just as art influences humanity."
29396,I was thinking lemon
29397,How does sound enter our phone  while taking a vedio??
29398,"I've never even wondered till now, but who's the one who's drawing all the things on screen? They're really good"
29399,"I play PUBG for so long, when I look on the street and see people moving, I want to draw out my 8x scope and snipe them. 
No, I'm serious. This happened to me."
29400,Word association speed is a silly way to reveal underlying psychology.
29401,"Yes no doubt. Also can give you depression, anxiety and damaged brain cells."
29402,Hey could you make a vid on this topic : Can Hot Food Make You Angrier and Moody?
29403,With the glass ceiling broken all of the oppressed groups shall prosper. Especially the most oppressed group of all: gamers.
29404,Video Games itself doesn't make people aggressive but LAG does.
29405,Did you know that if you have a brain you have a chance of getting brain cancer??
29406,"Nah... Instead, real life makes me want to play violent games."
29407,will this theory ever die?
29408,The only time I witnessed this be true is my little brother. He couldn't even watch us play the game but he has a mental problem so that's probably why
29409,Can you make a video on the scientific differences between the way men and women think?
29410,"I've played video games (Doom, Duke Nukem 3D, Wolfenstein, Heretic, etc) back when I was 3 years old. I used God Mode (my dad gave me the cheats, lol) so I wouldnt die in like 5 seconds.
I've played games ever since. Unreal.. Half-Life 1 and 2, Call of Duty, Diablo, Guild Wars, etc.
I play video games as a way to stimulate my brain. It's like doing 100 situps or 50 pushups in the morning before work.
I don't ever think violent thoughts, I am a genuine pacifist and I avoid confrontation as much as possible. I know self defense just so I'm more at ease and not as anxious about the actions of others.
I'm also very empathetic. I cringe when I see horror movies, and my nose tickles and I feel at the verge of crying when my favorite character in an MMO game, movie or TV show dies. I have to remind myself (it's not real, it isn't real). And that helps me relax.
If it's the on the news or something, it's sickening. I understand that people do hurt others because they're also hurting on the inside. It's their way of letting it out. It's who they are and I think it's something nobody can control. Everybody is different, but I feel video games helped me be more aware of death. It's both a blessing and a curse."
29411,"Nice video but some really lame testing methodology. Also, if not video games and/or TV/movies, WHAT IS CAUSING ALL THE VIOLENCE THESE DAYS?! Where should the conversation be?"
29412,"when the video game argument comes up that they will try to mimic it or be influenced to be violent, my response is always the same: if you cannot discern the difference between the video game fantasy and reality to the point where it IS the cause of your aggression, something else is already wrong in the first place."
29413,I played some Euro Truck Simulator and now I want drive a truck and murder some hookers.
29414,"No. Studies by University of New York debunks that. Not just that. Government claims marijuana is a gateway drug, when alcoholics are 2 times more likely to be addicted to heroin and also 2 times more likely to be smokers"
29415,"These studies are backwards. Video games don't cause violence, our violent nature leads to violent video games."
29416,Can you guys make a video about: why do people hate vegans so much. (Or homosexuals)... or make a video about: why do we bully.
29417,NO VIDEO GAMES DO NOT MAKE YOU VIOLENT
29418,0:37 i said pineapple :3 i think im special :3
29419,But maybe these games can bring out your masculinity? Maybe you'd be in touch with your masculine side more than your feminine likewise when little girls associate themselves with any beauty relating games and whatnot
29420,I actually feel fortnite made my brother more aggressive and violent
29421,Thank you very much for this video as I will show anyone who regards this topic this video! I also did a debate on this topic and I won so yea
29422,"What about certain types of pornography (real of fictional) and their proposed connection to harmful/illegal sexual behaviors? That's arguably a more hot-button topic than violence in video games, which has largely fallen out of the public discourse since the 2000s."
29423,PLAYS FORTNITE DANG IT NOW I WANNA DROP TILTED
29424,"//reads title
https://www.youtube.com/watch?v=0cgbZqR2AGI
But seriously, this video shows exactly why the whole argument is complete BS. Instead of ranting, I'll just link people to this."
29425,Do horror movies make you a psycho?
29426,"Genghis Khan, Jack the Ripper and Vlad the Impaler were all avid gamers. Link proven!"
29427,"I've played video games since the 80's when I had an Atari VCS, and I'm a perfectly reasonable, balanced individual.
And if anyone disagrees with me over this, I'll bite their face off."
29428,Yes
29429,"If gaming makes you violent, then you were already violent."
29430,"Playing violent video games with killing involved makes me less violent irl, because it satisfies my desire to be a bloody murdering psychopath, without needing to hurt people in real life."
29431,I've play red alert . I feel like destroying countries .
29432,Does playing Surgeon Simulator make me a surgeon?
29433,I've played Counter Strike since I was 5 and now I'm 17 and hasn't shot a single round in my life
29434,"I've been playing games since I was a child and I'm in my 30s now. I play cod, GTA, Hitman and Quake and I've never laid hands on anyone. Games make these criminal acts you do in them more real and show the negative outcome. When you kill someone in gta, the police come and shoot you, or spend a lot of time trying to do so making you have to do even worse things to try and avoid it. In the real world, until you do these bad things, you don't really feel like it will happen and that you can just do what you want. You kind of experience the bad side of violence without having to go through it in life to decide you don't want to hurt people. I've also watched some of the most violent movies ever made and it just makes those things even more repulsive to try and do in the real world."
29435,it depends who you are and how much the game's impact is on you
29436,"Video games dont make you violent, introverted people are just more likely to play video games so if you put them in a social situation they might react differently/more aggressively, is my hypothesis"
29437,I played pong. Time to do some genocide
29438,Well danold trump says that video games cause violence so this video is false. SAD!!!
29439,"Well to be completely honest, you do want to go on a genocide when you hear another its a me Mario meme."
29440,I played World of Warcraft now I want to burn down an entire city of innocent people.
29441,"Can TV, movies, shows and books make you violent?"
29442,I played god of war. Now I wanna have a son
29443,Well!..... Could you please make a video ad out dj vu.....
29444,What about movies? Is the same or is it different?
29445,They should be doing these studies in an Xbox voice chat with 12 year olds ^^
29446,"I played getting over it.... 
Smashes table"
29447,"You should look into this again but with metal music, so people stop associating metal with violence or suicide."
29448,No
29449,If this is true then what is influence? Why does rappers glorifying drugs make more people want to do drugs and or sell drugs? Why do companies pay outrageous prices for commercials? Why do things become trendy? What made pokemon GO the hottest thing since MJ for a week? If you do not see links in violence and watching violence then you are ignorant of the science. If you watch nothing but slasher movies for weeks on end chances are they won't make you flinch anymore. If you watch a ton of zombie movies or post apocalyptic movies about killing to survive. Well chances are you will not hesitate to kill someone in real life based on your understanding of how that world works.
29450,Heyyy !!    What happens after playing GTA !!    Violent/super violent.
29451,No
29452,"After playing Minecraft, all I want to do is punch trees"
29453,Short answer: no
29454,"After playing FIFA 18, i can play football with my broken legs :)"
29455,Politicians should then blame movies and rap songs too
29456,"Right and lotr made me a hobbit....let's see so far its movies, books, music, elvis 's hips, etc. In fact only education & religion correlates with real changes in behavior"
29457,"Lag is the only part of video games that may make someone snap and kill someone in real life. We use video games basically to train people to fly, drive, and so on, specially in the military. I repeat, lag may make someone want to kill others."
29458,Games dont make us violent. Lag and stupid mechanics in games do.
29459,When he said yellow I thought mango :(
29460,no
29461,Violent video games make you violent meanwhile religion is all about peace right??
29462,Just more moral panic in society......
29463,"Pretty sure those ""top 5 most popular games"" that are shooters, are rated M.
Which means kids shouldn't play it.
Take some fuckin responsibility, ""parents""."
29464,Lol no lie though after playing god of war  well he he..
29465,"You know,i'm not used to jump on turtles or try to walk around with 999 rings in my pockets"
29466,"Politicians who blame video games for the cause for violent crimes don't have the balls to tackle real issues like legalizing pot, stoping illegal migrations, cutting taxes for big companies so people can pay their employes more, and cutting down the federal goverment."
29467,Does anyone know the published studies that support this
29468,I played CSGO and now Im gonna go join ISIS
29469,0:34 the funny thing was is that I thought of a lemon!
29470,Well if your not talking about fortnite then yeah it wont
29471,You forgot one very important fact...DONT BUY RATED M GAMES FOR YOUR 9 YEAR OLD SON!!!!
29472,"No, but it can make you a nerd"
29473,Why not discuss the most serious causes of violence?
29474,"0:37
I thought lemon, how special am I? :p"
29475,"Some shitty media articles and random ""journalists"" will still make ""real facts"" up because it fits their views."
